Timestamp,User,URL,Prediction,Confidence
2026-04-07 16:12:21,test,https://www.microsoft.com/en-us,LEGITIMATE,0.9
2026-04-07 16:12:21,test,https://www.microsoft.com/en-us,LEGITIMATE,0.9
2026-04-07 16:12:38,test,https://186237glade-fcbe.bardoglet.workers.dev/,PHISHING,0.91
2026-04-07 16:14:27,Sh3rl0ck,https://google.com,LEGITIMATE,0.99
